master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12_x,total_of_purchases,total_expenditure,Recency,Frequency,MonetaryValue,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Value Segment,RFM Customer Segments,interested_in_categories_12_y
524eba16-af5d-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-12-20,2020-03-12,2018-12-20,2020-03-12,2,2,154.96,240.0,[ERKEK],4,394.96000000000004,1275,1,394.96000000000004,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
f86f2a96-7a7a-11ea-8f20-000d3a38a36f,Android App,Desktop,2020-05-14,2020-01-12,2020-01-12,2020-11-16,3,1,19.99,711.94,"[ERKEK, AKTIFSPOR]",4,731.9300000000001,1335,1,731.9300000000001,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
b8c06f08-b163-11e9-89fa-000d3a38a36f,Mobile,Offline,2019-01-04,2020-05-07,2019-06-17,2020-05-07,1,3,375.7,18.95,"[ERKEK, AKTIFSPOR]",4,394.65,1219,1,394.65,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
56024e8c-18d7-11ea-9213-000d3a38a36f,Android App,Android App,2019-06-08,2020-04-06,2020-04-06,2019-06-08,3,1,32.98,583.95,[AKTIFCOCUK],4,616.9300000000001,1250,1,616.9300000000001,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
e83e31a4-2259-11ea-8523-000d3a38a36f,Android App,Android App,2019-11-24,2020-03-12,2020-03-12,2020-11-21,4,2,469.47,744.93,"[ERKEK, KADIN, AKTIFSPOR]",6,1214.4,1275,1,1214.4,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
e1f8be08-eae6-11ea-9047-000d3a38a36f,Ios App,Ios App,2019-03-25,2020-05-10,2020-05-10,2020-08-30,3,1,200.72,609.37,"[ERKEK, COCUK, AKTIFSPOR]",4,810.09,1216,1,810.09,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, AKTIFSPOR]"
2fcef48e-2e5a-11ea-b1e2-000d3a38a36f,Mobile,Offline,2019-02-01,2020-05-11,2019-02-01,2020-05-11,1,2,365.45,149.98,[ERKEK],3,515.43,1215,1,515.43,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
658cc8e6-aef1-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-03-06,2020-05-10,2019-06-20,2020-05-10,5,4,332.45,303.48,"[ERKEK, KADIN, AKTIFSPOR]",9,635.9300000000001,1216,1,635.9300000000001,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
08fbb1c4-9d1b-11e9-9897-000d3a38a36f,Ios App,Android App,2019-06-03,2020-05-07,2020-05-07,2020-02-27,3,3,360.46,1010.29,[ERKEK],6,1370.75,1219,1,1370.75,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
bef9167e-416c-11ea-96d9-000d3a38a36f,Android App,Offline,2019-05-08,2020-02-12,2020-06-16,2020-02-12,7,3,349.93,490.92,"[ERKEK, COCUK, KADIN]",10,840.85,1304,1,840.85,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
1282652e-faec-11e9-b138-000d3a38a36f,Android App,Android App,2019-10-16,2020-02-12,2020-02-12,2019-10-16,6,1,139.99,1300.92,"[ERKEK, KADIN, AKTIFSPOR]",7,1440.91,1304,1,1440.91,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
5ade1886-b131-11e9-9757-000d3a38a36f,Android App,Offline,2018-12-15,2020-05-08,2018-12-15,2020-05-08,1,1,320.72,116.99,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",2,437.71000000000004,1218,1,437.71000000000004,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
6f048884-6cfe-11ea-b576-000d3a38a36f,Android App,Android App,2020-06-02,2020-04-07,2020-04-07,2020-06-24,1,2,204.69,164.98,"[ERKEK, KADIN]",3,369.66999999999996,1249,1,369.66999999999996,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
f2ec4806-ab27-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-08-29,2020-02-09,2020-05-29,2020-02-09,3,2,139.98,204.94,[ERKEK],5,344.91999999999996,1307,1,344.91999999999996,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
03646a4a-a7d8-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-05-23,2020-03-12,2015-05-28,2020-03-12,2,1,60.49,224.87,[ERKEK],3,285.36,1275,1,285.36,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
148aeb04-d6d7-11e9-93bc-000d3a38a36f,Android App,Android App,2019-01-09,2020-04-09,2020-04-09,2019-01-09,4,1,279.98,469.92,"[COCUK, KADIN]",5,749.9000000000001,1247,1,749.9000000000001,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN]"
db102a0e-f036-11ea-bde9-000d3a38a36f,Android App,Android App,2020-06-09,2020-01-11,2020-01-11,2020-06-09,1,1,160.49,159.99,[ERKEK],2,320.48,1336,1,320.48,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
fd209b42-21e7-11ea-9618-000d3a38a36f,Desktop,Offline,2019-06-04,2020-01-07,2020-06-24,2020-01-07,1,2,189.97,379.93,"[ERKEK, COCUK, KADIN]",3,569.9,1340,1,569.9,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
5f4bbd30-c501-11ea-a1d0-000d3a38a36f,Android App,Android App,2020-11-07,2020-02-10,2020-02-10,2020-11-07,1,1,70.48,119.99,"[COCUK, AKTIFSPOR]",2,190.47,1306,1,190.47,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, AKTIFSPOR]"
d72b024e-b1d3-11e9-89fa-000d3a38a36f,Android App,Offline,2019-07-20,2020-05-07,2020-12-04,2020-05-07,1,7,521.16,125.99,[COCUK],8,647.15,1219,1,647.15,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
c04df936-a84c-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-20,2020-01-11,2020-01-11,2019-10-26,2,2,89.98,284.96,[AKTIFCOCUK],4,374.94,1336,1,374.94,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
de12afc4-d6bf-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-31,2020-04-12,2020-04-12,2020-03-12,2,4,518.96,307.86,"[COCUK, AKTIFSPOR]",6,826.82,1244,1,826.82,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, AKTIFSPOR]"
599ae03c-15f2-11ea-aa74-000d3a38a36f,Android App,Android App,2019-12-11,2020-03-12,2020-03-12,2019-12-11,2,1,209.98,451.92,"[ERKEK, AKTIFSPOR]",3,661.9,1275,1,661.9,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
57f0da86-45cf-11ea-a691-000d3a38a36f,Desktop,Desktop,2019-05-09,2020-05-07,2020-05-07,2019-06-10,1,2,129.98,129.98,"[ERKEK, AKTIFSPOR]",3,259.96,1219,1,259.96,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
51401858-f13f-11e9-9346-000d3a38a36f,Android App,Offline,2019-10-17,2020-05-06,2020-05-14,2020-05-06,1,2,232.96,545.95,"[COCUK, AKTIFSPOR]",3,778.9100000000001,1220,1,778.9100000000001,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, AKTIFSPOR]"
4a469624-6469-11ea-a507-000d3a38a36f,Ios App,Ios App,2020-12-03,2020-05-12,2020-05-12,2020-12-03,3,1,154.97,659.92,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",4,814.89,1214,1,814.89,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
4764a0a8-6343-11ea-a6dc-000d3a38a36f,Ios App,Offline,2020-08-03,2020-04-10,2020-03-07,2020-04-10,4,1,170.73,235.93,"[ERKEK, AKTIFSPOR]",5,406.65999999999997,1246,1,406.65999999999997,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
70f23330-a260-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-11-09,2020-03-12,2020-12-08,2020-03-12,5,5,352.19,335.95,"[ERKEK, KADIN, AKTIFSPOR]",10,688.14,1275,1,688.14,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
0174d3ce-9f0d-11e9-9897-000d3a38a36f,Android App,Android App,2018-11-28,2020-05-10,2020-05-10,2020-04-07,2,1,300.73,339.98,"[ERKEK, AKTIFSPOR]",3,640.71,1216,1,640.71,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
2476c470-a9f5-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-08-03,2020-05-10,2017-08-03,2020-05-10,1,2,224.93,59.98,"[ERKEK, KADIN]",3,284.91,1216,1,284.91,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
1650d1cc-5b4a-11ea-a9c0-000d3a38a36f,Ios App,Offline,2020-01-17,2020-04-12,2020-11-15,2020-04-12,1,4,173.45,244.98,"[ERKEK, COCUK]",5,418.42999999999995,1244,1,418.42999999999995,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK]"
d366c90c-a6e5-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-08-28,2020-03-10,2014-08-28,2020-03-10,1,3,239.96,37.49,[AKTIFCOCUK],4,277.45,1277,1,277.45,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
837b1fda-a337-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-25,2020-01-06,2020-01-06,2019-03-25,2,1,119.99,353.95,[AKTIFCOCUK],3,473.94,1341,1,473.94,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
a2565d7a-a94f-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-11-15,2020-05-06,2016-11-15,2020-05-06,1,2,330.72,129.99,[ERKEK],3,460.71000000000004,1220,1,460.71000000000004,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
0595d2c8-161d-11ea-aa74-000d3a38a36f,Desktop,Desktop,2019-09-03,2020-05-10,2020-05-10,2019-06-04,3,2,129.98,577.93,"[COCUK, AKTIFSPOR]",5,707.91,1216,1,707.91,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, AKTIFSPOR]"
badc226e-62d9-11ea-a6dc-000d3a38a36f,Android App,Android App,2020-07-03,2020-05-10,2020-05-10,2020-07-03,3,1,49.99,448.97,[ERKEK],4,498.96000000000004,1216,1,498.96000000000004,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
e35bbd56-240b-11ea-a30f-000d3a38a36f,Desktop,Offline,2019-07-18,2020-01-08,2020-06-06,2020-01-08,1,46,3197.19,49.98,"[ERKEK, AKTIFSPOR]",47,3247.17,1339,1,3247.17,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
97fc8fba-1f5c-11ea-87bf-000d3a38a36f,Desktop,Desktop,2019-04-22,2020-02-10,2020-02-10,2020-06-15,2,4,589.91,264.98,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",6,854.89,1306,1,854.89,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
38091c80-1305-11ea-a001-000d3a38a36f,Ios App,Ios App,2019-04-16,2020-01-12,2020-01-12,2020-11-18,4,2,221.22,827.8,"[ERKEK, KADIN, AKTIFSPOR]",6,1049.02,1335,1,1049.02,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
314468e8-21c2-11ea-9618-000d3a38a36f,Ios App,Ios App,2019-10-13,2020-05-06,2020-05-06,2019-10-18,1,2,219.98,152.98,"[ERKEK, AKTIFSPOR]",3,372.96,1220,1,372.96,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
40db27fc-a953-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-03-12,2020-02-07,2015-03-12,2020-02-07,1,1,200.48,219.99,"[ERKEK, KADIN]",2,420.47,1309,1,420.47,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
9e64c3ee-2c1e-11ea-91ab-000d3a38a36f,Android App,Android App,2019-08-08,2020-03-11,2020-03-11,2019-08-08,6,1,89.99,2939.17,"[ERKEK, KADIN]",7,3029.16,1276,1,3029.16,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
7c6761b2-aa40-11e9-a2fc-000d3a38a36f,Ios App,Android App,2016-05-08,2020-04-11,2020-04-11,2020-06-17,27,1,107.46,2720.28,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",28,2827.7400000000002,1245,1,2827.7400000000002,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
5fba572e-b15a-11e9-9757-000d3a38a36f,Desktop,Desktop,2014-06-28,2020-04-11,2020-04-11,2020-09-30,4,1,60.49,324.17,"[COCUK, KADIN]",5,384.66,1245,1,384.66,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN]"
0a565d2c-d631-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-18,2020-03-08,2020-03-08,2019-08-18,1,1,99.99,79.99,[ERKEK],2,179.98,1279,1,179.98,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
e8c84d0a-192e-11ea-b6a2-000d3a38a36f,Mobile,Offline,2019-11-26,2020-04-06,2020-05-31,2020-04-06,2,2,204.97,285.91,"[ERKEK, COCUK, AKTIFSPOR]",4,490.88,1250,1,490.88,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, AKTIFSPOR]"
d23ee912-e305-11ea-8839-000d3a38a36f,Desktop,Offline,2019-07-28,2020-03-10,2020-08-20,2020-03-10,1,2,249.98,399.9,"[ERKEK, AKTIFSPOR]",3,649.88,1277,1,649.88,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
af9e35c6-48e0-11ea-b6c0-000d3a38a36f,Android App,Android App,2019-11-22,2020-01-07,2020-01-07,2019-11-22,2,1,99.99,340.45,"[ERKEK, KADIN]",3,440.44,1340,1,440.44,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
09ff4212-a832-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-02-11,2020-02-07,2015-02-11,2020-02-07,1,3,360.45,119.99,[ERKEK],4,480.44,1309,1,480.44,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
c7bfb522-5b27-11ea-b5db-000d3a38a36f,Android App,Android App,2020-01-19,2020-01-06,2020-01-06,2020-01-19,2,2,119.98,500.96,"[ERKEK, AKTIFSPOR]",4,620.9399999999999,1341,1,620.9399999999999,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
4510fad2-b05a-11e9-9757-000d3a38a36f,Android App,Android App,2019-10-04,2020-02-06,2020-02-06,2019-09-17,7,2,169.97,1100.4,"[ERKEK, KADIN, AKTIFSPOR]",9,1270.3700000000001,1310,1,1270.3700000000001,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
05f139a4-a8c9-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-03-07,2020-05-09,2015-04-07,2020-05-09,2,3,611.2,179.96,[ERKEK],5,791.1600000000001,1217,1,791.1600000000001,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
0eadb150-706d-11ea-8369-000d3a38a36f,Ios App,Ios App,2020-08-02,2020-05-06,2020-05-06,2020-08-02,3,1,197.97,348.93,[ERKEK],4,546.9,1220,1,546.9,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
7658c292-dde0-11e9-a848-000d3a38a36f,Mobile,Offline,2019-09-22,2020-05-07,2019-09-22,2020-05-07,1,1,158.45,524.89,"[COCUK, KADIN]",2,683.3399999999999,1219,1,683.3399999999999,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN]"
6cd0f332-5b41-11ea-ac85-000d3a38a36f,Android App,Android App,2020-02-17,2020-03-06,2020-03-06,2020-02-17,1,1,98.48,252.19,"[AKTIFCOCUK, AKTIFSPOR]",2,350.67,1281,1,350.67,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, AKTIFSPOR]"
a350a398-c4f6-11ea-98f7-000d3a38a36f,Android App,Offline,2020-11-07,2020-01-11,2020-01-09,2020-01-11,4,1,120.49,834.93,"[ERKEK, KADIN]",5,955.42,1336,1,955.42,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
0edd0772-9dbc-11e9-9897-000d3a38a36f,Desktop,Offline,2015-03-17,2020-04-07,2017-11-21,2020-04-07,2,1,110.49,348.0,[ERKEK],3,458.49,1249,1,458.49,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
aa28e96a-a7f0-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2015-04-07,2020-03-07,2020-03-07,2019-09-25,3,2,219.97,334.96,"[COCUK, KADIN, AKTIFSPOR]",5,554.93,1280,1,554.93,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN, AKTIFSPOR]"
ae164ea8-a9ff-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-07-03,2020-05-07,2017-07-03,2020-05-07,1,1,50.48,49.99,"[ERKEK, COCUK, KADIN]",2,100.47,1219,1,100.47,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
5250a2d8-a925-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2016-09-23,2020-01-12,2020-01-12,2019-11-17,6,1,149.99,1069.21,"[AKTIFCOCUK, COCUK, KADIN]",7,1219.2,1335,1,1219.2,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK, KADIN]"
cedc85b6-2156-11ea-9618-000d3a38a36f,Desktop,Desktop,2019-04-04,2020-05-12,2020-05-12,2019-09-08,1,2,159.96,102.89,[ERKEK],3,262.85,1214,1,262.85,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
2260e2c0-ac47-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-04-16,2020-01-10,2020-01-10,2019-07-20,6,1,174.96,668.84,"[AKTIFCOCUK, AKTIFSPOR]",7,843.8000000000001,1337,1,843.8000000000001,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, AKTIFSPOR]"
b5587ff4-a515-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-05-02,2020-02-08,2019-05-02,2020-02-08,1,2,280.72,517.86,"[ERKEK, KADIN, AKTIFSPOR]",3,798.58,1308,1,798.58,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
c469f9d2-a7db-11e9-a2fc-000d3a38a36f,Android App,Android App,2015-08-06,2020-04-07,2020-04-07,2019-12-12,11,1,149.98,1344.97,"[AKTIFCOCUK, ERKEK]",12,1494.95,1249,1,1494.95,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK]"
d14fdede-fcca-11e9-a5e8-000d3a38a36f,Android App,Android App,2019-01-11,2020-01-11,2020-01-11,2019-03-11,1,2,279.97,204.57,"[ERKEK, COCUK, KADIN]",3,484.54,1336,1,484.54,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
74d70ca4-4f54-11ea-99ba-000d3a38a36f,Mobile,Offline,2019-04-12,2020-05-09,2020-05-15,2020-05-09,1,2,250.47,195.98,[ERKEK],3,446.45,1217,1,446.45,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
ea0df400-1ec7-11ea-aa32-000d3a38a36f,Android App,Android App,2019-06-04,2020-03-10,2020-03-10,2019-06-04,2,1,79.99,187.75,[ERKEK],3,267.74,1277,1,267.74,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
5a8ddbc4-aafa-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-08-28,2020-04-11,2017-08-28,2020-04-11,1,1,559.96,104.99,"[ERKEK, AKTIFSPOR]",2,664.95,1245,1,664.95,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
b952b604-a71a-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-11-15,2020-04-07,2016-02-26,2020-04-07,2,5,546.45,139.98,"[ERKEK, KADIN, AKTIFSPOR]",7,686.4300000000001,1249,1,686.4300000000001,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
31e8adf8-ae14-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-10-14,2020-05-07,2018-10-14,2020-05-07,1,2,150.48,89.0,[ERKEK],3,239.48,1219,1,239.48,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
4cd81210-6c56-11ea-ba86-000d3a38a36f,Android App,Offline,2020-07-29,2020-02-09,2020-07-29,2020-02-09,1,1,89.99,100.0,"[ERKEK, KADIN]",2,189.99,1307,1,189.99,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
4a4725ba-9e55-11e9-9897-000d3a38a36f,Mobile,Offline,2020-03-29,2020-05-06,2020-05-19,2020-05-06,3,3,86.47,294.67,"[ERKEK, COCUK, KADIN]",6,381.14,1220,1,381.14,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
b14965f8-7b2b-11ea-8f20-000d3a38a36f,Ios App,Offline,2020-10-04,2020-01-11,2020-08-19,2020-01-11,4,1,200.72,514.94,"[ERKEK, COCUK, KADIN]",5,715.6600000000001,1336,1,715.6600000000001,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
a9527430-2c51-11ea-b752-000d3a38a36f,Android App,Android App,2019-10-21,2020-02-06,2020-02-06,2019-10-21,1,1,14.99,126.98,"[ERKEK, COCUK]",2,141.97,1310,1,141.97,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK]"
cd4db620-b126-11e9-9757-000d3a38a36f,Desktop,Offline,2019-05-21,2020-01-08,2019-05-21,2020-01-08,1,3,115.47,14.99,[COCUK],4,130.46,1339,1,130.46,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
dc18a5cc-9f9a-11e9-a2fc-000d3a38a36f,Ios App,Offline,2019-10-05,2020-04-10,2019-10-05,2020-04-10,1,1,127.97,239.9,"[ERKEK, KADIN, AKTIFSPOR]",2,367.87,1246,1,367.87,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
0961104a-aa55-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-10-08,2020-02-07,2019-06-18,2020-02-07,6,3,1029.25,809.43,"[ERKEK, KADIN]",9,1838.6799999999998,1309,1,1838.6799999999998,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
ddabf9aa-74d5-11ea-92d0-000d3a38a36f,Android App,Offline,2020-02-04,2020-04-10,2020-02-04,2020-04-10,1,1,138.72,303.95,"[ERKEK, COCUK, KADIN]",2,442.66999999999996,1246,1,442.66999999999996,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
c4421ea8-aa51-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-02-07,2020-03-07,2020-03-07,2019-02-07,3,1,39.99,444.93,"[ERKEK, AKTIFSPOR]",4,484.92,1280,1,484.92,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
16d50500-d6bb-11e9-93bc-000d3a38a36f,Mobile,Offline,2019-08-31,2020-04-12,2020-04-04,2020-04-12,1,2,320.71,71.99,[COCUK],3,392.7,1244,1,392.7,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
6754e360-ad9e-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-07,2020-05-07,2020-05-07,2020-01-27,6,5,781.15,588.04,"[ERKEK, KADIN]",11,1369.19,1219,1,1369.19,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
89fb0c9a-21a8-11ea-9618-000d3a38a36f,Android App,Android App,2019-02-16,2020-01-09,2020-01-09,2019-10-28,2,2,244.97,506.38,"[ERKEK, KADIN]",4,751.35,1338,1,751.35,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
ed1ad8ce-aee8-11e9-a2fc-000d3a38a36f,Ios App,Offline,2019-09-22,2020-02-12,2020-11-27,2020-02-12,2,2,279.97,249.98,[ERKEK],4,529.95,1304,1,529.95,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
24dca674-bc63-11ea-aa61-000d3a38a36f,Desktop,Desktop,2020-02-07,2020-02-07,2020-02-07,2020-02-07,2,1,129.99,587.92,"[ERKEK, AKTIFSPOR]",3,717.91,1309,1,717.91,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
be1a92b0-1f74-11ea-87bf-000d3a38a36f,Ios App,Ios App,2019-10-14,2020-04-10,2020-04-10,2019-10-14,2,1,14.99,398.99,[AKTIFCOCUK],3,413.98,1246,1,413.98,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
ad82b4be-e229-11ea-8839-000d3a38a36f,Android App,Offline,2020-08-19,2020-03-11,2020-08-19,2020-03-11,1,1,399.99,69.99,"[ERKEK, AKTIFSPOR]",2,469.98,1276,1,469.98,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
9ef083e6-a322-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-24,2020-01-12,2020-01-12,2019-09-28,2,2,284.96,402.96,[ERKEK],4,687.92,1335,1,687.92,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
3f68b4ce-d815-11ea-aee7-000d3a38a36f,Mobile,Mobile,2020-06-08,2020-03-09,2020-03-09,2020-06-08,1,1,39.99,129.99,[COCUK],2,169.98000000000002,1278,1,169.98000000000002,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
26893c46-20c6-11ea-97c9-000d3a38a36f,Ios App,Ios App,2019-06-22,2020-01-06,2020-01-06,2019-06-22,1,1,59.99,137.98,"[AKTIFCOCUK, COCUK]",2,197.97,1341,1,197.97,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK]"
d30b5760-b0aa-11e9-9757-000d3a38a36f,Android App,Android App,2019-04-18,2020-03-10,2020-03-10,2020-07-23,2,3,210.47,429.89,"[AKTIFCOCUK, KADIN]",5,640.36,1277,1,640.36,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, KADIN]"
6a50e9aa-b141-11e9-9757-000d3a38a36f,Android App,Android App,2018-03-03,2020-03-12,2020-03-12,2019-02-21,12,1,189.98,4198.8,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",13,4388.78,1275,1,4388.78,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
e043b572-d719-11e9-93bc-000d3a38a36f,Android App,Android App,2019-12-09,2020-03-09,2020-03-09,2019-08-10,3,2,359.97,467.95,"[AKTIFCOCUK, ERKEK, COCUK]",5,827.9200000000001,1278,1,827.9200000000001,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, COCUK]"
