,master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12_x,total_of_purchases,total_expenditure,Recency,Frequency,MonetaryValue,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Value Segment,RFM Customer Segments,interested_in_categories_12_y
893,e4e38c9e-a8aa-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-10-16,2020-09-09,2020-04-30,2020-09-09,2.0,1,39.99,185.48,[KADIN],3.0,225.47,1094,1,225.47,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
894,5dc5face-b153-11e9-9757-000d3a38a36f,Android App,Offline,2019-11-06,2021-03-31,2019-11-06,2021-03-31,1.0,1,204.87,325.91,[KADIN],2.0,530.78,891,1,530.78,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
895,a2a4702a-1b80-11ea-ac4f-000d3a38a36f,Android App,Android App,2019-07-24,2021-02-18,2021-02-18,2020-07-26,1.0,2,140.47,59.99,"[ERKEK, KADIN]",3.0,200.46,932,1,200.46,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN]"
896,4524186a-263d-11eb-8a9b-000d3a38a36f,Mobile,Mobile,2020-12-11,2021-07-05,2021-07-05,2020-12-11,4.0,1,235.48,399.83,[KADIN],5.0,635.31,795,1,635.31,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
897,0cc8b020-a7e0-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-09-06,2020-06-09,2015-09-06,2020-06-09,1.0,2,222.94,129.98,[KADIN],3.0,352.91999999999996,1186,1,352.91999999999996,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
898,e7803c80-f8ce-11e9-b138-000d3a38a36f,Mobile,Offline,2019-10-27,2020-07-14,2019-10-27,2020-07-14,1.0,5,999.91,59.99,[KADIN],6.0,1059.8999999999999,1151,1,1059.8999999999999,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
899,25fcf2dc-b1a3-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-15,2020-07-06,2020-07-06,2019-07-23,3.0,1,69.99,174.97,[KADIN],4.0,244.95999999999998,1159,1,244.95999999999998,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
900,06332314-abb2-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-03-13,2021-07-05,2021-07-05,2019-09-29,8.5,2,129.97,1243.55,[KADIN],10.5,1373.52,795,1,1373.52,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
901,cb48191e-a367-11e9-a2fc-000d3a38a36f,Android App,Android App,2020-07-02,2020-06-14,2020-06-14,2020-07-02,1.0,2,173.97,181.98,[KADIN],3.0,355.95,1181,1,355.95,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
902,e1b2cfba-bea9-11ea-958c-000d3a38a36f,Android App,Offline,2020-05-07,2020-11-07,2020-05-07,2020-11-07,4.0,1,103.48,2009.68,"[KADIN, AKTIFSPOR]",5.0,2113.16,1035,1,2113.16,3,3,1,7,Low-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
903,4ae93d56-2c61-11ea-b752-000d3a38a36f,Android App,Offline,2019-10-28,2021-02-22,2019-12-21,2021-02-22,1.0,2,348.97,299.98,"[ERKEK, KADIN]",3.0,648.95,928,1,648.95,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN]"
904,a0ba96c4-48e7-11ea-b6c0-000d3a38a36f,Android App,Offline,2019-05-08,2020-07-20,2020-06-21,2020-07-20,3.0,4,525.92,474.93,"[ERKEK, KADIN, AKTIFSPOR]",7.0,1000.8499999999999,1145,1,1000.8499999999999,2,3,1,6,Low-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
905,ad7b38ec-4fdf-11ea-99ba-000d3a38a36f,Android App,Android App,2019-11-25,2021-06-05,2021-06-05,2019-11-25,2.0,1,149.99,173.66,[KADIN],3.0,323.65,825,1,323.65,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
906,7a50ae9a-1248-11ea-a001-000d3a38a36f,Mobile,Mobile,2019-10-11,2021-02-16,2021-02-16,2019-10-11,1.0,1,300.71,74.99,[KADIN],2.0,375.7,934,1,375.7,3,3,1,7,Low-Value,Potential Loyalists,[KADIN]
907,19188342-d7ea-11ea-aee7-000d3a38a36f,Desktop,Offline,2020-09-29,2021-05-27,2020-09-29,2021-05-27,1.0,1,308.96,111.99,"[KADIN, AKTIFSPOR]",2.0,420.95,834,1,420.95,4,3,1,8,Mid-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
908,5bbd0da0-543a-11ea-b1db-000d3a38a36f,Android App,Offline,2020-11-01,2021-05-17,2020-05-15,2021-05-17,1.0,4,730.88,175.97,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",5.0,906.85,844,1,906.85,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
909,1172712a-2435-11ea-a30f-000d3a38a36f,Desktop,Desktop,2019-11-08,2021-05-21,2021-05-21,2019-09-15,1.0,2,149.97,176.48,[KADIN],3.0,326.45,840,1,326.45,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
910,341ec658-9eb4-11e9-9897-000d3a38a36f,Ios App,Ios App,2019-02-18,2020-09-13,2020-09-13,2019-02-18,1.0,1,49.99,39.99,[KADIN],2.0,89.98,1090,1,89.98,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
911,0fda0770-ddda-11e9-a848-000d3a38a36f,Android App,Mobile,2019-09-22,2021-01-17,2021-01-17,2019-09-22,3.0,1,99.99,628.22,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",4.0,728.21,964,1,728.21,3,3,1,7,Low-Value,Potential Loyalists,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
912,55b5fe84-c821-11ea-a167-000d3a38a36f,Android App,Android App,2020-07-17,2021-01-21,2021-01-21,2020-07-17,1.0,1,150.73,79.99,"[ERKEK, KADIN]",2.0,230.71999999999997,960,1,230.71999999999997,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN]"
913,9a8eb832-136f-11ea-a001-000d3a38a36f,Android App,Android App,2019-02-24,2020-11-25,2020-11-25,2019-07-29,1.0,3,209.96,153.98,"[KADIN, AKTIFSPOR]",4.0,363.94,1017,1,363.94,3,3,1,7,Low-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
914,aec01b78-ae95-11e9-a2fc-000d3a38a36f,Android App,Offline,2020-12-13,2020-12-22,2020-12-13,2020-12-22,1.0,1,190.48,175.99,[KADIN],2.0,366.47,990,1,366.47,3,3,1,7,Low-Value,Potential Loyalists,[KADIN]
915,839490ea-5bac-11ea-aa7a-000d3a38a36f,Android App,Android App,2020-02-25,2021-01-29,2021-01-29,2020-02-25,1.0,1,313.7,368.65,"[KADIN, AKTIFSPOR]",2.0,682.3499999999999,952,1,682.3499999999999,3,3,1,7,Low-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
916,0e564fd2-d6f3-11e9-93bc-000d3a38a36f,Android App,Android App,2019-04-09,2021-02-04,2021-02-04,2019-10-31,8.5,2,169.98,1965.51,"[ERKEK, KADIN, AKTIFSPOR]",10.5,2135.49,946,1,2135.49,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
917,bb3a2d9c-9da8-11e9-9897-000d3a38a36f,Ios App,Ios App,2019-11-01,2021-03-01,2021-03-01,2019-02-21,5.0,2,169.97,1149.37,[KADIN],7.0,1319.34,921,1,1319.34,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
918,03a24776-6113-11ea-8dd8-000d3a38a36f,Mobile,Mobile,2020-02-20,2020-07-14,2020-07-14,2020-03-14,5.0,1,99.99,998.86,[KADIN],6.0,1098.85,1151,1,1098.85,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
919,ae3df8dc-a797-11e9-a2fc-000d3a38a36f,Mobile,Offline,2015-07-10,2020-11-23,2019-07-17,2020-11-23,2.0,1,236.72,129.98,[KADIN],3.0,366.7,1019,1,366.7,3,3,1,7,Low-Value,Potential Loyalists,[KADIN]
920,215e3162-565a-11ea-b9b9-000d3a38a36f,Android App,Offline,2019-08-12,2021-03-14,2020-12-30,2021-03-14,2.0,3,1987.84,971.0,"[ERKEK, KADIN, AKTIFSPOR]",5.0,2958.84,908,1,2958.84,4,3,1,8,Mid-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
921,bb9aeb1c-a7f5-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-10-07,2020-06-15,2015-10-07,2020-06-15,1.0,4,381.2,89.98,"[COCUK, KADIN]",5.0,471.18,1180,1,471.18,2,3,1,6,Low-Value,Potential Loyalists,"[COCUK, KADIN]"
922,65f2cfbc-1e61-11ea-8bf2-000d3a38a36f,Android App,Android App,2019-11-29,2021-03-15,2021-03-15,2020-11-02,2.0,3,504.97,321.71,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",5.0,826.6800000000001,907,1,826.6800000000001,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
923,283addd4-5b44-11ea-a73e-000d3a38a36f,Android App,Android App,2020-01-25,2020-11-15,2020-11-15,2020-01-25,1.0,1,14.99,526.4,[KADIN],2.0,541.39,1027,1,541.39,3,3,1,7,Low-Value,Potential Loyalists,[KADIN]
924,5f83d646-5446-11eb-9e65-000d3a38a36f,Android App,Android App,2020-12-18,2021-05-23,2021-05-23,2021-01-22,1.0,2,760.95,287.98,"[KADIN, AKTIFSPOR]",3.0,1048.93,838,1,1048.93,4,3,1,8,Mid-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
925,b1e45df4-a8f6-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-12-07,2021-04-05,2021-04-05,2020-07-21,2.0,1,139.99,280.97,[KADIN],3.0,420.96000000000004,886,1,420.96000000000004,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
926,4513bf80-b0da-11e9-9757-000d3a38a36f,Android App,Android App,2020-01-23,2021-04-20,2021-04-20,2020-01-23,2.0,1,120.49,281.98,"[KADIN, AKTIFSPOR]",3.0,402.47,871,1,402.47,4,3,1,8,Mid-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
927,e3f9a512-a8fe-11e9-a2fc-000d3a38a36f,Mobile,Offline,2016-07-20,2021-03-16,2016-07-26,2021-03-16,2.0,5,536.82,109.98,"[KADIN, AKTIFSPOR]",7.0,646.8000000000001,906,1,646.8000000000001,4,3,1,8,Mid-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
928,b04aa088-ad52-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-10-07,2021-02-21,2021-02-21,2020-04-06,8.5,1,220.73,1047.27,"[KADIN, AKTIFSPOR]",9.5,1268.0,929,1,1268.0,3,3,1,7,Low-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
929,21141b16-5b9d-11ea-9b86-000d3a38a36f,Android App,Android App,2019-12-30,2020-10-13,2020-10-13,2019-12-30,1.0,1,119.99,69.98,[KADIN],2.0,189.97,1060,1,189.97,3,3,1,7,Low-Value,Potential Loyalists,[KADIN]
930,62b8c510-73f9-11eb-b35d-000d3a38a36f,Android App,Offline,2021-02-22,2021-04-29,2021-02-22,2021-04-29,1.0,1,80.97,200.88,"[KADIN, AKTIFSPOR]",2.0,281.85,862,1,281.85,4,3,1,8,Mid-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
931,46973c7e-e20c-11ea-a8ec-000d3a38a36f,Android App,Android App,2020-08-19,2021-05-30,2021-05-30,2020-08-19,3.0,1,230.72,708.4,"[ERKEK, KADIN, AKTIFSPOR]",4.0,939.12,831,1,939.12,4,3,1,8,Mid-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
932,e26c4e0e-d7af-11e9-93bc-000d3a38a36f,Mobile,Offline,2019-09-15,2021-01-03,2019-09-15,2021-01-03,1.0,2,308.96,116.48,"[AKTIFCOCUK, KADIN]",3.0,425.44,978,1,425.44,3,3,1,7,Low-Value,Potential Loyalists,"[AKTIFCOCUK, KADIN]"
933,3d12e1d6-63f3-11ea-a6dc-000d3a38a36f,Ios App,Ios App,2017-04-04,2020-06-12,2020-06-12,2020-11-03,4.0,1,100.49,199.96,[KADIN],5.0,300.45,1183,1,300.45,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
934,dfd43994-b1b3-11e9-89fa-000d3a38a36f,Android App,Android App,2019-07-18,2021-02-16,2021-02-16,2019-07-18,5.0,1,39.99,561.45,[KADIN],6.0,601.44,934,1,601.44,3,3,1,7,Low-Value,Potential Loyalists,[KADIN]
935,f6991710-46b5-11eb-806e-000d3a38a36f,Ios App,Ios App,2020-12-25,2021-01-26,2021-01-26,2020-12-25,1.0,1,230.73,595.32,"[ERKEK, KADIN, AKTIFSPOR]",2.0,826.0500000000001,955,1,826.0500000000001,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
936,6ecfce20-b0dc-11e9-9757-000d3a38a36f,Android App,Android App,2019-04-16,2021-02-03,2021-02-03,2020-02-22,8.5,4,344.94,1391.44,"[ERKEK, KADIN, AKTIFSPOR]",12.5,1736.38,947,1,1736.38,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
937,8f6471c8-ac8a-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-04-24,2021-05-27,2021-05-22,2021-05-27,2.0,2,391.69,379.85,"[AKTIFCOCUK, KADIN]",4.0,771.54,834,1,771.54,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, KADIN]"
938,34a469d2-1b39-11ea-a050-000d3a38a36f,Mobile,Desktop,2019-10-21,2021-04-20,2021-04-20,2019-10-21,8.5,1,112.98,1564.76,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",9.5,1677.74,871,1,1677.74,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
939,fb77b1e2-ede7-11e9-88c1-000d3a38a36f,Android App,Android App,2019-05-09,2021-04-27,2021-04-27,2020-11-24,2.0,3,220.47,399.94,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",5.0,620.41,864,1,620.41,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
940,a83c3a3c-52e8-11ea-9ade-000d3a38a36f,Ios App,Offline,2019-01-09,2021-05-04,2021-03-01,2021-05-04,3.0,6,699.91,607.47,"[COCUK, KADIN, AKTIFSPOR]",9.0,1307.38,857,1,1307.38,4,3,1,8,Mid-Value,Potential Loyalists,"[COCUK, KADIN, AKTIFSPOR]"
941,4c397774-2ee2-11ea-8467-000d3a38a36f,Ios App,Ios App,2020-10-06,2021-05-01,2021-05-01,2020-10-06,4.0,1,200.73,635.9,"[AKTIFCOCUK, ERKEK, KADIN]",5.0,836.63,860,1,836.63,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, ERKEK, KADIN]"
942,d2c4236e-add9-11e9-a2fc-000d3a38a36f,Ios App,Offline,2020-05-22,2020-08-26,2020-05-22,2020-08-26,1.0,1,80.49,369.9,[KADIN],2.0,450.39,1108,1,450.39,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
943,de6ca854-c74f-11ea-9d14-000d3a38a36f,Mobile,Offline,2020-07-16,2020-11-18,2020-07-16,2020-11-18,1.0,1,140.49,189.98,"[KADIN, AKTIFSPOR]",2.0,330.47,1024,1,330.47,3,3,1,7,Low-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
944,13f7475a-ab71-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2017-11-29,2021-03-04,2021-03-04,2021-03-31,3.0,3,700.65,333.97,"[COCUK, KADIN, AKTIFSPOR]",6.0,1034.62,918,1,1034.62,4,3,1,8,Mid-Value,Potential Loyalists,"[COCUK, KADIN, AKTIFSPOR]"
945,88d8db8c-f753-11e9-841e-000d3a38a36f,Ios App,Ios App,2019-10-25,2021-03-28,2021-03-28,2019-12-11,6.0,3,519.94,688.65,"[ERKEK, KADIN, AKTIFSPOR]",9.0,1208.5900000000001,894,1,1208.5900000000001,4,3,1,8,Mid-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
946,bf86cc76-ac07-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-12-03,2020-11-26,2018-12-03,2020-11-26,1.0,1,180.74,69.98,"[ERKEK, KADIN]",2.0,250.72000000000003,1016,1,250.72000000000003,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN]"
947,da8b2ec6-61fc-11ea-8dd8-000d3a38a36f,Android App,Offline,2020-02-29,2020-12-29,2020-09-25,2020-12-29,2.0,3,293.43,337.75,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",5.0,631.1800000000001,983,1,631.1800000000001,3,3,1,7,Low-Value,Potential Loyalists,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
948,670ef818-b083-11e9-9757-000d3a38a36f,Android App,Android App,2019-11-07,2021-03-03,2021-03-03,2020-02-07,3.0,3,217.46,244.99,"[COCUK, KADIN]",6.0,462.45000000000005,919,1,462.45000000000005,4,3,1,8,Mid-Value,Potential Loyalists,"[COCUK, KADIN]"
949,8aec9f68-24e3-11ea-bf27-000d3a38a36f,Android App,Android App,2019-09-13,2020-09-08,2020-09-08,2019-09-13,4.0,1,145.96,344.96,[KADIN],5.0,490.91999999999996,1095,1,490.91999999999996,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
950,3ae1a2a2-a734-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-09-12,2020-07-23,2014-09-12,2020-07-23,1.0,1,40.74,101.49,[KADIN],2.0,142.23,1142,1,142.23,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
951,84a9fc3e-ad26-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-06-19,2021-03-27,2018-06-19,2021-03-27,1.0,1,64.98,99.99,"[KADIN, AKTIFSPOR]",2.0,164.97,895,1,164.97,4,3,1,8,Mid-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
952,a694aa4e-5bb6-11ea-839c-000d3a38a36f,Android App,Android App,2020-09-01,2021-07-05,2021-07-05,2020-02-13,5.0,2,538.68,779.7,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",7.0,1318.38,795,1,1318.38,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
953,39daee0a-b1dd-11e9-89fa-000d3a38a36f,Android App,Android App,2019-07-20,2021-01-18,2021-01-18,2020-11-30,4.0,5,571.69,488.01,"[AKTIFCOCUK, COCUK, KADIN]",9.0,1059.7,963,1,1059.7,3,3,1,7,Low-Value,Potential Loyalists,"[AKTIFCOCUK, COCUK, KADIN]"
954,7312662c-d67b-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-25,2020-11-24,2020-11-24,2019-08-25,3.0,1,49.99,294.95,"[ERKEK, KADIN]",4.0,344.94,1018,1,344.94,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN]"
955,13a2460a-3faa-11eb-806e-000d3a38a36f,Ios App,Ios App,2020-12-16,2021-05-14,2021-05-14,2020-12-16,1.0,1,103.48,119.99,[KADIN],2.0,223.47,847,1,223.47,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
956,55239a1a-a42a-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-15,2021-07-05,2021-07-05,2019-04-15,3.0,1,59.99,320.49,[KADIN],4.0,380.48,795,1,380.48,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
957,97a5829a-a80d-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-03-19,2020-07-11,2015-02-09,2020-07-11,2.0,4,1684.85,149.99,"[COCUK, KADIN, AKTIFSPOR]",6.0,1834.84,1154,1,1834.84,2,3,1,6,Low-Value,Potential Loyalists,"[COCUK, KADIN, AKTIFSPOR]"
958,931b5e48-acbd-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-11-21,2020-10-10,2017-11-21,2020-10-10,1.0,4,347.46,109.99,[KADIN],5.0,457.45,1063,1,457.45,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
959,8a16e118-5bf0-11ea-9ba1-000d3a38a36f,Mobile,Offline,2020-01-13,2021-01-29,2020-07-15,2021-01-29,1.0,4,663.46,259.0,"[KADIN, AKTIFSPOR]",5.0,922.46,952,1,922.46,3,3,1,7,Low-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
960,070834cc-a69a-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-20,2020-11-29,2020-11-29,2020-01-17,5.0,1,39.99,654.25,"[KADIN, AKTIFSPOR]",6.0,694.24,1013,1,694.24,3,3,1,7,Low-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
961,3a66e68c-a726-11ea-bd63-000d3a38a36f,Ios App,Ios App,2020-07-28,2021-04-13,2021-04-13,2020-02-11,5.0,1,417.49,641.86,"[KADIN, AKTIFSPOR]",6.0,1059.35,878,1,1059.35,4,3,1,8,Mid-Value,Potential Loyalists,"[KADIN, AKTIFSPOR]"
962,fd96cc1e-1e8a-11ea-aa32-000d3a38a36f,Android App,Android App,2019-04-18,2021-03-05,2021-03-05,2021-03-29,8.5,3,549.97,2814.5,"[ERKEK, COCUK, KADIN]",11.5,3364.4700000000003,917,1,3364.4700000000003,4,3,1,8,Mid-Value,Potential Loyalists,"[ERKEK, COCUK, KADIN]"
963,80e167dc-a74e-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2020-07-03,2021-03-20,2021-03-20,2020-10-20,5.0,1,150.72,743.51,"[COCUK, KADIN, AKTIFSPOR]",6.0,894.23,902,1,894.23,4,3,1,8,Mid-Value,Potential Loyalists,"[COCUK, KADIN, AKTIFSPOR]"
964,d448a9e6-ac51-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-07-10,2020-06-14,2020-06-14,2019-07-10,1.0,1,79.99,134.99,[KADIN],2.0,214.98000000000002,1181,1,214.98000000000002,2,3,1,6,Low-Value,Potential Loyalists,[KADIN]
965,2dc83050-aedb-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-06-03,2021-04-22,2019-06-03,2021-04-22,1.0,1,37.92,43.59,"[COCUK, KADIN, AKTIFSPOR]",2.0,81.51,869,1,81.51,4,3,1,8,Mid-Value,Potential Loyalists,"[COCUK, KADIN, AKTIFSPOR]"
966,e2294c0c-d1ba-11ea-b0fc-000d3a38a36f,Android App,Android App,2020-07-29,2021-01-15,2021-01-15,2020-07-29,1.0,1,83.73,181.97,"[ERKEK, KADIN]",2.0,265.7,966,1,265.7,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, KADIN]"
967,d95838be-b095-11e9-9757-000d3a38a36f,Mobile,Offline,2019-04-17,2021-05-24,2019-04-18,2021-05-24,2.0,2,180.87,261.96,[KADIN],4.0,442.83,837,1,442.83,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
968,39aa923e-aa3c-11ea-b736-000d3a38a36f,Android App,Android App,2020-10-20,2020-11-28,2020-11-28,2020-10-20,1.0,1,110.49,183.98,"[COCUK, KADIN]",2.0,294.46999999999997,1014,1,294.46999999999997,3,3,1,7,Low-Value,Potential Loyalists,"[COCUK, KADIN]"
969,8e768c6e-adcb-11e9-a2fc-000d3a38a36f,Android App,Offline,2017-09-11,2021-03-15,2020-06-14,2021-03-15,8.5,1,69.87,864.87,"[ERKEK, KADIN, AKTIFSPOR]",9.5,934.74,907,1,934.74,4,3,1,8,Mid-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
970,4753016a-389d-11eb-a48e-000d3a38a36f,Ios App,Ios App,2020-07-12,2020-12-16,2020-12-16,2020-07-12,1.0,1,279.98,197.97,"[ERKEK, COCUK, KADIN]",2.0,477.95000000000005,996,1,477.95000000000005,3,3,1,7,Low-Value,Potential Loyalists,"[ERKEK, COCUK, KADIN]"
971,f06cc840-30db-11eb-8968-000d3a38a36f,Android App,Offline,2020-12-30,2021-01-02,2020-12-30,2021-01-02,3.0,1,109.99,692.7,"[AKTIFCOCUK, KADIN]",4.0,802.69,979,1,802.69,3,3,1,7,Low-Value,Potential Loyalists,"[AKTIFCOCUK, KADIN]"
972,e7628fb0-39d2-11ea-85d6-000d3a38a36f,Android App,Android App,2019-06-08,2021-03-20,2021-03-20,2021-01-13,7.0,3,455.95,1245.76,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",10.0,1701.71,902,1,1701.71,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
973,a3976a58-b1fb-11e9-89fa-000d3a38a36f,Ios App,Ios App,2019-10-16,2021-05-23,2021-05-23,2019-10-18,8.5,2,379.89,1839.81,"[ERKEK, KADIN, AKTIFSPOR]",10.5,2219.7,838,1,2219.7,4,3,1,8,Mid-Value,Potential Loyalists,"[ERKEK, KADIN, AKTIFSPOR]"
974,555de2aa-0bfe-11eb-8ffc-000d3a38a36f,Android App,Android App,2020-08-10,2020-12-10,2020-12-10,2020-08-10,1.0,1,55.98,29.99,"[COCUK, KADIN]",2.0,85.97,1002,1,85.97,3,3,1,7,Low-Value,Potential Loyalists,"[COCUK, KADIN]"
975,b31c68ea-aaec-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-10-07,2021-04-18,2021-04-18,2019-10-07,8.0,1,339.94,947.87,"[COCUK, KADIN, AKTIFSPOR]",9.0,1287.81,873,1,1287.81,4,3,1,8,Mid-Value,Potential Loyalists,"[COCUK, KADIN, AKTIFSPOR]"
976,00f037ce-9fa6-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-01-25,2021-04-04,2021-04-04,2021-05-03,8.5,8,828.4,1067.63,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",16.5,1896.0300000000002,887,1,1896.0300000000002,4,3,1,8,Mid-Value,Potential Loyalists,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
977,b24fa7c0-f135-11ea-bde9-000d3a38a36f,Android App,Android App,2020-07-09,2021-01-14,2021-01-14,2020-11-24,2.0,1,179.48,125.97,[KADIN],3.0,305.45,967,1,305.45,3,3,1,7,Low-Value,Potential Loyalists,[KADIN]
978,5a8ba4da-adde-11e9-a2fc-000d3a38a36f,Android App,Android App,2020-05-14,2021-02-22,2021-02-22,2020-04-07,2.0,1,19.99,372.94,"[COCUK, KADIN, AKTIFSPOR]",3.0,392.93,928,1,392.93,3,3,1,7,Low-Value,Potential Loyalists,"[COCUK, KADIN, AKTIFSPOR]"
979,cb9f9d18-ac51-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-01-15,2021-05-02,2019-05-14,2021-05-02,5.0,4,256.45,464.94,[KADIN],9.0,721.39,859,1,721.39,4,3,1,8,Mid-Value,Potential Loyalists,[KADIN]
980,c7eda998-a513-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2020-01-27,2021-01-29,2021-01-29,2020-09-03,1.0,2,80.98,129.98,"[AKTIFCOCUK, KADIN]",3.0,210.95999999999998,952,1,210.95999999999998,3,3,1,7,Low-Value,Potential Loyalists,"[AKTIFCOCUK, KADIN]"
